tiktoker_name,tiktok_name,subscribers_count,views_avg,likes_avg,comments_avg,shares_avg
joelbergs,JoelBergs,11200000.0,3400000.0,63629999.99999999,170000.0,220000.00000000003
euro2024,EURO2024,6800000.0,2500000.0,40730000.0,290000.0,540000.0
daz_black,daz_black,7000000.0,2300000.0,50640000.0,430000.0,290000.0
claragnds,Maria Clara Garcia,16000000.0,2800000.0,40150000.0,520000.0,210000.0
desartdestro,desartdestro,7800000.0,5400000.0,36830000.0,200000.0,210000.0
camilacabello,Camila Cabello,15300000.0,5200000.0,32180000.0,280000.0,200000.0
berkcoskunofficial,Berk Coşkun,3500000.0,5600000.0,19420000.0,290000.0,450000.0
ser.geybin,Ser Geybin,1700000.0,3800000.0,38350000.0,220000.00000000003,330000.0
anthpo,Anthony Po,68830000.0,1700000.0,41420000.0,470000.0,690000.0
erikarichardo,erika,7900000.0,4600000.0,57870000.00000001,250000.0,
thegnshow,The Graham Norton Show,1200000.0,4900000.0,49100000.0,,250000.0
cx_.q,مصطفى البصراوي 62,2100000.0,3900000.0,23470000.0,310000.0,540000.0
owen.han,MANGIAMOH,1500000.0,4800000.0,37620000.0,120000.0,310000.0
keniaos,KeniaOs,13700000.0,2200000.0,37120000.0,750000.0,200000.0
angryreactions,Oneya D’Amelio,25800000.0,2800000.0,40620000.0,620000.0,
saraecheagaray,sara,7000000.0,3600000.0,70070000.0,200000.0,100000.0
ana_eusse,Ana Maria,10500000.0,4400000.0,66550000.0,210000.0,
ani__mel,Melody 🌱,79860000.0,1900000.0,35970000.0,270000.0,850000.0
julianjacob,Julian Jacob,1200000.0,3800000.0,49650000.0,240000.0,160000.0
averywit,Avery,1000000.0,5400000.0,72410000.0,160000.0,
buithanhtuyen2003,𝐓𝐮𝐲𝐞̂̀𝐧 𝐗𝐮 𝐓𝐕 💦,1800000.0,1600000.0,22880000.0,1850000.0,190000.0
emilythetrimmer,Emily Mohring,49260000.0,5800000.0,26789999.999999996,170000.0,310000.0
fabru_blacutt,Fabru,17000000.0,5300000.0,54479999.99999999,190000.0,
yoangelolo,Angelo Bahu,1200000.0,2400000.0,22430000.0,1220000.0,150000.0
virginiafonseca,Virginia,30600000.0,4400000.0,56640000.0,229999.99999999997,
haritsuuu,ハリツ🌿極,1300000.0,4099999.9999999995,15810000.0,490000.00000000006,640000.0
thekapelariz,The Kapelari Family,1100000.0,2800000.0,46420000.0,350000.0,210000.0
camavinga,Eduardo Camavinga,1000000.0,3300000.0,52229999.99999999,250000.0,160000.0
feezius,feezius,2100000.0,4000000.0,52579999.99999999,280000.0,
lights.are.off,LIGHTS ARE OFF,18700000.0,2900000.0,29270000.0,630000.0,210000.0
benjaminmaissecret,benjamin,17440000.0,7000000.0,3920000.0000000005,2400000.0,170000.0
calebrownn,Cale Brown,5000000.0,2700000.0,45950000.0,150000.0,420000.0
realuser_1,Jrm,1600000.0,4099999.9999999995,41150000.0,250000.0,170000.0
anas_elshayib,انس الشايب,3600000.0,4600000.0,19400000.0,610000.0,180000.0
caleb.finn,Ｓｔａｙ　ｈｙｄｒａｔｅｄ　緯俺な,15200000.0,3500000.0,69150000.0,250000.0,
hi_arvans,arvanss,20140000.0,1300000.0,32030000.0,120000.0,1550000.0
theestallion,Megan Thee Stallion,10900000.0,1900000.0,49970000.0,440000.00000000006,290000.0
rubentuestaok,Ruben Tuesta,12300000.0,4500000.0,41830000.0,110000.00000000001,260000.0
kingbach,KingBach,26300000.0,3100000.0,58220000.00000001,180000.0,200000.0
rdcworld1,Mark Phillips,2800000.0,1800000.0,33600000.0,229999.99999999997,910000.0
anna..paull,Anna Paul,3000000.0,2800000.0,65560000.0,290000.0,
drewafualo,Drew Afualo,6800000.0,2200000.0,44650000.0,509999.99999999994,210000.0
scottkress_,scottkress,2900000.0,1500000.0,40270000.0,740000.0,409999.99999999994
dixiedamelio,dixie,57200000.0,4400000.0,27520000.0,459999.99999999994,110000.00000000001
nianaguerrero,Niana Guerrero,30500000.0,3200000.0,49300000.0,270000.0,170000.0
benoftheweek,ben de almeida,10600000.0,3500000.0,51279999.99999999,310000.0,
maiaknight,Maia Knight,8100000.0,3500000.0,62879999.99999999,250000.0,
theovon,Theo Von,1400000.0,2400000.0,23060000.0,270000.0,980000.0000000001
abbieherbert,AbbieHerbert,12200000.0,4600000.0,61920000.00000001,160000.0,
yazidoe,YaziDoe,95890000.0,2000000.0,29739999.999999996,280000.0,840000.0
loewhaley,Laura,1400000.0,2500000.0,23200000.0,120000.0,1060000.0
georgieanthony,georgie munoz,2200000.0,1800000.0,29430000.0,300000.0,950000.0
.blue_devil,Why Not ? ✧,94190000.0,4800000.0,48640000.0,150000.0,130000.0
ya_gazdanova,Нина Газданова,3400000.0,3700000.0,18400000.0,,880000.0000000001
piperrockelle,Piperrockelle,9000000.0,2400000.0,27539999.999999996,930000.0000000001,
incorrectlyroce,Roce Ordoñez,5000000.0,3100000.0,49950000.0,190000.0,220000.00000000003
wayeelkaboy10,Wayeelka boy10,85240000.0,3700000.0,16960000.0,560000.0,430000.0
joaoferdnan,João Ferdnan,7400000.0,2000000.0,23850000.0,420000.0,910000.0
simpleputin,Просто Путин,6000000.0,3100000.0,15790000.0,1060000.0,220000.00000000003
chapaevva,чапаева,1900000.0,3800000.0,34770000.0,290000.0,170000.0
lyna_com,lyna_com2000,4400000.0,3400000.0,45130000.0,300000.0,110000.00000000001
arigameplays,AriGameplays,19300000.0,2600000.0,44460000.0,450000.0,
tommyinnit,Tommy,11500000.0,1500000.0,43210000.0,760000.0,190000.0
arigameplays,AriGameplays,19300000.0,2600000.0,44460000.0,450000.0,
tommyinnit,Tommy,11500000.0,1500000.0,43210000.0,760000.0,190000.0
alexisomman,Alexis Omman,9200000.0,1600000.0,33000000.0,509999.99999999994,650000.0
samadhiza_,samadhiza,7400000.0,3700000.0,41830000.0,210000.0,180000.0
joerauth_,Joe rauth,4900000.0,2900000.0,46300000.0,160000.0,290000.0
danielarodrice,Daniela Rodrice,9900000.0,4200000.0,73570000.0,150000.0,
official_kep1er,Kep1er,3500000.0,1800000.0,39500000.0,550000.0,270000.0
sucss.s,Açucena Guirra,9700000.0,2600000.0,46810000.0,300000.0,190000.0
veydi_rush,veydi_rush,8000000.0,2900000.0,45680000.0,260000.0,180000.0
davidsiwonchoi,최시원 • Siwon Choi,1900000.0,1300000.0,31430000.0,860000.0,560000.0
livvy,Olivia Dunne,5100000.0,2700000.0,31600000.0,490000.00000000006,180000.0
catherineealicia,catheez,1300000.0,2300000.0,30639999.999999996,590000.0,220000.00000000003
bonjee,Bonjee,1800000.0,1800000.0,38290000.0,250000.0,590000.0
tuckercomedy,Tucker Reynolds,2000000.0,1600000.0,22520000.0,290000.0,1270000.0
jennifer_aplicano,Jennifer Aplícano,1000000.0,2500000.0,24850000.0,370000.0,540000.0
qonitcah,Qonitcah | Health Education,1400000.0,3100000.0,27750000.0,440000.00000000006,200000.0
carolcastromx,Carol Castro,9700000.0,3400000.0,56420000.00000001,240000.0,
vorostwins,vorostwins,2600000.0,2700000.0,34410000.0,380000.0,210000.0
tiagodionisio,Tiago_Dionisio,5500000.0,2400000.0,22700000.0,110000.00000000001,890000.0
magic_daniell,Magic Daniell,9000000.0,4500000.0,50340000.0,200000.0,
3tl.team,3TL,1600000.0,4400000.0,38090000.0,270000.0,
nessaabarrett,Nessa Barrett,17900000.0,2800000.0,33820000.0,380000.0,200000.0
saeemm2002,Samantha Ancheta,4099999.9999999995,1800000.0,39690000.0,400000.0,360000.0
nate.dawg.com,Nate dawg,23020000.0,2400000.0,43450000.0,330000.0,190000.0
larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,2600000.0,2900000.0,48940000.0,240000.0,130000.0
xshueur,ғᴇᴇʟɪɴɢ,25660000.000000004,2400000.0,18600000.0,,1170000.0
cleanpuppy,Chloe Cherry,1700000.0,3600000.0,61740000.0,170000.0,
tootymcnooty,TootyMcNooty,7300000.0,1500000.0,40110000.0,220000.00000000003,640000.0
miakhalifa,Mia K.,32500000.0,3700000.0,34030000.0,350000.0,
notraymodeli,Modeli,1900000.0,1800000.0,40430000.0,270000.0,430000.0
axelwebber,Axel,4200000.0,2400000.0,54470000.00000001,340000.0,
baebyshaa,shalynne,32460000.000000004,3000000.0,65029999.99999999,140000.0,120000.0
momonatamada,Momona Tamada,3700000.0,2700000.0,48940000.0,330000.0,
nikkietutorials,nikkietutorials,5100000.0,4300000.0,53660000.0,120000.0,
spicyycam_,Spicy Cam,18200000.0,3500000.0,42810000.0,300000.0,
sa_ro01,sara💜,3400000.0,3300000.0,26589999.999999996,459999.99999999994,110000.00000000001
byniaromero,Nia Romero,10400000.0,4000000.0,53110000.0,200000.0,
_vqsngi.03_,Ghét môn Toán =))),8770000.0,2600000.0,36750000.0,330000.0,180000.0
oblomoffrecipe,oblomoffrecipe,5300000.0,3000000.0,27180000.0,120000.0,480000.0
yg_treasure_tiktok,yg_treasure_official,3500000.0,1700000.0,35530000.0,409999.99999999994,420000.0
luq_music,LUQ_MUSIC,16569999.999999998,2000000.0,23700000.0,590000.0,430000.0
bradtheboxer,Just brad,2000000.0,2500000.0,21670000.0,360000.0,530000.0
ftedooda,🛄,2350000.0,1200000.0,21940000.0,280000.0,1639999.9999999998
kurtisconner,kurtis conner,1800000.0,2200000.0,46580000.0,310000.0,150000.0
maskrayy1,maskrayy1,4500000.0,7000000.0,28089999.999999996,120000.0,120000.0
babybella777,Bella Hadid,4400000.0,3000000.0,50450000.0,260000.0,
trainee_a,Trainee A,2700000.0,1300000.0,38400000.0,530000.0,420000.0
texasbushman,Texas BUSHMAN,1200000.0,2400000.0,24260000.0,150000.0,670000.0
ugolord,⚖️ The TikTok Attorney ⚖️,5300000.0,2800000.0,28100000.0,560000.0,
fedevigevani,Fede Vigevani,12600000.0,2700000.0,37040000.0,400000.0,
nam_patcharaporn,Namfon,65650000.0,2200000.0,37400000.0,300000.0,260000.0
endomarf,☻☆EndoMarfa☆☻,51720000.00000001,1700000.0,51650000.0,340000.0,200000.0
dasigantung,Dasi Gantung,5100000.0,3500000.0,49780000.0,150000.0,120000.0
llucastorresg,Lucas Torres,83140000.0,1500000.0,32850000.0,450000.0,490000.00000000006
bungalow_jonathan,Bungalow Jonathan,25120000.0,1500000.0,11660000.0,,2510000.0
.aidenbeaudry,.aidenbeaudry_official,48330000.0,2000000.0,34480000.0,310000.0,350000.0
cbum,Chris Bumstead,2000000.0,2000000.0,38910000.0,260000.0,320000.0
rebeccazamolo,rebecca zamolo,16800000.0,2300000.0,23390000.0,790000.0,
farrelhkeem,FA🧛,17910000.0,1800000.0,29289999.999999996,210000.0,640000.0
cellat36,cellat36,8199999.999999999,2400000.0,21230000.0,640000.0,240000.0
clexxd,clexxd,8900000.0,2400000.0,22730000.0,810000.0,
yodeege,Deege,90590000.0,2300000.0,36690000.0,190000.0,350000.0
brentrivera,Brent Rivera,42800000.0,2600000.0,49280000.0,300000.0,
herranwalt,Herr Anwalt,5300000.0,2200000.0,30270000.0,380000.0,300000.0
europaleague,Europa League,2100000.0,2800000.0,34680000.0,200000.0,250000.0
danivallem,Dani Valle,3900000.0,1600000.0,13050000.0,110000.00000000001,1989999.9999999998
nourmar5,nourmar5,14300000.0,1300000.0,14590000.0,1300000.0,1010000.0
nada_m7amed,دودا🦹🏻🤍,5800000.0,3400000.0,28120000.0,229999.99999999997,229999.99999999997
ox_zung,원정맨 WonJeong,41100000.0,2800000.0,39940000.0,320000.0,
thor.aya,Thoraya Maronesy,1500000.0,2700000.0,46830000.0,210000.0,130000.0
caocuongvu,caocuongvu,3400000.0,2900000.0,34600000.0,310000.0,130000.0
renpc_,✨Ren PC✨,3200000.0,1700000.0,31800000.0,240000.0,560000.0
julesleblanc,jules,18600000.0,2900000.0,65750000.0,180000.0,
alexhook2303,Александр,4300000.0,1300000.0,25360000.0,1080000.0,229999.99999999997
laurahfritz,laura & lena,2500000.0,2200000.0,40080000.0,150000.0,330000.0
corvii_ff,EL CORVII 🍭,10500000.0,2500000.0,42770000.0,380000.0,
gabimfmoura,Gabriela Moura,7700000.0,2600000.0,38130000.0,190000.0,240000.0
bottleofdjinn,HIM,70630000.0,2800000.0,58270000.00000001,160000.0,110000.00000000001
mohmadtra,ترفولتا,1800000.0,4400000.0,30470000.0,200000.0,120000.0
respectme90,Football  ⚽️ футбол,65810000.0,2000000.0,24310000.0,370000.0,500000.0
soycintiacossio,Cintia Cossio,4099999.9999999995,5700000.0,48000000.0,,
thegoodhype,Goodlin Siblings,1700000.0,2500000.0,44350000.0,160000.0,220000.00000000003
carolvillanes,Carol Villanes,4099999.9999999995,1800000.0,31230000.0,700000.0,
just_jenoah_,Jenoah Santiago,1400000.0,2400000.0,48850000.0,150000.0,200000.0
datdo0803,Đỗ Đạt,6500000.0,4600000.0,36880000.0,170000.0,
robgronkowski,gronk,2400000.0,2400000.0,33200000.0,170000.0,350000.0
___nicoichi___,NICO【平成フラミンゴ】,1300000.0,2700000.0,28889999.999999996,320000.0,210000.0
pablitocastilloo,pablitocastilloo,4500000.0,1800000.0,22560000.0,140000.0,900000.0
iamjonathanpeter,Jonathan Peter,12700000.0,3200000.0,37900000.0,,240000.0
meowlife7,Cats is life,87640000.0,2300000.0,31150000.0,160000.0,409999.99999999994
pimpiriya1,PIM PIRIYA,1300000.0,2900000.0,56790000.0,120000.0,130000.0
ferchugimenez,Fernanda,4300000.0,3300000.0,45650000.0,140000.0,130000.0
homm9k,ХОМЯК,39000000.0,2800000.0,38580000.0,300000.0,
mndiaye_97,mndiaye_97,14200000.0,2200000.0,41190000.0,229999.99999999997,220000.00000000003
linatejeiro8,Lina Tejeiro,4000000.0,4000000.0,29589999.999999996,,240000.0
www.m4th.com,math!eu,690000.0,1300000.0,30920000.0,650000.0,350000.0
dovecameron,Dove Cameron,9000000.0,1800000.0,38050000.0,450000.0,130000.0
sjbleau,SJ,12300000.0,3600000.0,42030000.0,170000.0,
ginescorreguela,Ginés correguela,77640000.0,2800000.0,14050000.0,260000.0,770000.0
mrzeooficial,MR ZEO 🇩🇴,16100000.000000002,2000000.0,25110000.0,200000.0,590000.0
stellajero16,Vester Ajero,1200000.0,1100000.0,26570000.0,1090000.0,250000.0
teokun711abc,テオくん@幸せ者,1200000.0,2800000.0,31760000.000000004,180000.0,260000.0
ajo.ozil,𝙆𝙪𝙧𝙣𝙞𝙖 van 𝙂𝙪𝙨𝙢𝙖𝙣,90000000.0,6400000.0,25080000.0,,160000.0
mr_paul.boy,"Паул, либо просто Паша",7200000.0,2200000.0,42600000.0,300000.0,110000.00000000001
rblx.dreyzon,🤍 ДРЭЙЗОН • РОБЛОКС 🤍,1300000.0,1900000.0,23400000.0,740000.0,120000.0
mattiastanga,Mattia Stanga,2300000.0,1600000.0,24240000.0,130000.0,860000.0
hannahbahng,hannahbahng,1900000.0,1500000.0,47130000.0,409999.99999999994,130000.0
haositofficial,HaositOfficial,1200000.0,1700000.0,34460000.0,560000.0,
kdramas_klis,✨KLIS✨,86030000.0,2800000.0,36850000.0,140000.0,229999.99999999997
mhc_f_f,✧☽ 𝒹 𝓇 𝑒 𝒶 𝓂 𝒾 𝓃 𝑔 ☾✧,1100000.0,1700000.0,26989999.999999996,140000.0,700000.0
yurielkysojeda,Yurielkys Ojeda,12200000.0,4000000.0,48100000.0,130000.0,
elsalsely00,🥇 السلسيلي 🥇,4300000.0,4600000.0,17720000.0,,400000.0
mayanelsayed,Mayan El Sayed,3500000.0,4400000.0,26350000.0,120000.0,210000.0
wasyanka,Василий,2500000.0,1700000.0,12400000.0,100000.0,1680000.0
vidhia_r,Vidhi_R,4400000.0,2700000.0,29060000.000000004,320000.0,160000.0
com.yamato0515,【コムドット】やまと,1700000.0,2000000.0,27100000.0,490000.00000000006,190000.0
kaylamalecc,kayla,6600000.0,2200000.0,36310000.0,440000.00000000006,
munchieslab,Martín,2700000.0,2400000.0,18050000.0,,760000.0
albert_cancook,Albert Niazhvinski,4000000.0,4200000.0,40340000.0,140000.0,
juaniquilador,JuanSGuarnizo,8600000.0,2000000.0,45220000.0,160000.0,250000.0
cerenyaldz,Ceren Yaldız,9200000.0,2200000.0,16450000.0,850000.0,130000.0
thedannyphantom,danny,8009999.999999999,1900000.0,17710000.0,780000.0,270000.0
cindylauw,CindyLauw,14860000.0,2200000.0,32389999.999999996,450000.0,
gehadhassann,Gehad hassan👸🏻,7300000.0,1400000.0,17700000.0,350000.0,1070000.0
dudamaryah,dudamaryah,4099999.9999999995,3000000.0,34070000.0,200000.0,140000.0
the.revival,Revival,39280000.0,2200000.0,28380000.0,120000.0,440000.00000000006
gavinmagnus,GavinMagnus,5200000.0,2000000.0,25490000.0,640000.0,
ermmm.umm,user569215425698,210000.0,1900000.0,25450000.0,229999.99999999997,480000.0
thegerbers_,🧡Маша и Роберт🧡,5300000.0,3700000.0,37530000.0,210000.0,
hiagodosvideos,Hiago Marques,1200000.0,2600000.0,36540000.0,200000.0,160000.0
andweaso,Andrea,5900000.0,3000000.0,54210000.0,120000.0,
luisvelody,Luis Velody,6200000.0,3300000.0,45990000.0,,130000.0
yoshi30244781481,にっしー,3900000.0,4000000.0,40960000.0,120000.0,
the_joe_gatto,joe_gatto,6500000.0,2900000.0,24770000.0,140000.0,320000.0
frankielapenna,Frankie LaPenna,1800000.0,4900000.0,41170000.0,,
.diana__tc,Diana TC,2900000.0,3200000.0,34870000.0,190000.0,110000.00000000001
matsudake,M2DK/マツダ家の日常,4700000.0,8100000.0,19980000.0,120000.0,
anokhinalz,Аnokhina Liza,35600000.0,2800000.0,37400000.0,280000.0,
mranto,Anto Garcia,8199999.999999999,6500000.0,27470000.0,130000.0,
iheartmemphis,iHeartMemphis🔥,12500000.0,4300000.0,26020000.0,229999.99999999997,
sobrevivente13,Edelson Ribeiro,4099999.9999999995,2200000.0,18830000.0,170000.0,620000.0
pam_a_cake,Pam,4099999.9999999995,3500000.0,48740000.0,160000.0,
ardkth,𝐊𝐢𝐦 𝐀𝐑𝐝,1300000.0,1100000.0,35040000.0,200000.0,650000.0
cemresolmaz,cemre solmaz,10200000.0,2200000.0,18090000.0,720000.0,
philipdefranco,Philip DeFranco,1900000.0,2500000.0,31920000.0,280000.0,130000.0
otakoyakisoba,otakoyakisoba,14100000.0,2800000.0,27880000.0,180000.0,229999.99999999997
freeritzyralph,Ritzyralph,1400000.0,1500000.0,37540000.0,330000.0,240000.0
jhothsa,jhothsa,12300000.0,1700000.0,22470000.0,170000.0,670000.0
icebox,icebox,6200000.0,3000000.0,27720000.0,330000.0,
tatiana1964_2,Татьяна,3100000.0,1700000.0,1240000.0,,15180000.000000002
nmixx_official,NMIXX,1100000.0,1600000.0,31850000.0,420000.0,210000.0
bmbsh7,بمبش السيد♦️bimbsh♦️,3800000.0,1800000.0,28950000.0,380000.0,229999.99999999997
jackjos3ph,Jack Joseph,2400000.0,1400000.0,24630000.0,350000.0,570000.0
bikedasher,Patrick,2200000.0,3300000.0,37040000.0,220000.00000000003,
benjikrol,Benji Krol,30300000.0,2400000.0,33890000.0,340000.0,
djmariio,DjMaRiiO,98380000.0,2200000.0,32920000.0,130000.0,300000.0
reeh__augusto,Reeh Augusto,3700000.0,2100000.0,37180000.0,250000.0,160000.0
onlyjayus,Bella Avila,17600000.0,2300000.0,34470000.0,260000.0,130000.0
sabrinacarpenter,Sabrina Carpenter,12000000.0,2200000.0,29880000.0,280000.0,190000.0
barbaracoura,Bárbara Coura,8000000.0,2400000.0,38430000.0,220000.00000000003,120000.0
ngikuttrendaja,Ahmad Rizki,19280000.0,3700000.0,30450000.0,150000.0,120000.0
rayssabuq,Rayssa Buq,5400000.0,1800000.0,32680000.0,260000.0,260000.0
olisboa,LISBOA,61200000.0,3000000.0,50500000.0,,110000.00000000001
mimiermakeup,Mirta Miler,14500000.0,2700000.0,44860000.0,220000.00000000003,
verycooll_real,Very Cool,1400000.0,3100000.0,23450000.0,130000.0,300000.0
just.hamilton,Just Hamilton,2300000.0,1700000.0,27160000.000000004,290000.0,390000.0
michou_yt,Michou,6700000.0,3600000.0,25639999.999999996,280000.0,
gregisms,Gregisms’ Neighborhood,2200000.0,97550000.0,16800000.0,670000.0,1160000.0
butt.erhand,Lucie,17640000.0,2200000.0,20150000.0,,620000.0
gbandme,GB and ME,5700000.0,1600000.0,25010000.0,480000.0,270000.0
fransfaisal_real,frans faisal,27289999.999999996,2500000.0,27880000.0,330000.0,
officialjellyroll,Jelly Roll,2400000.0,2300000.0,29080000.0,260000.0,180000.0
lossiblings_,Lossiblings🍭,23600000.0,2800000.0,39690000.0,180000.0,
davidgetial,deivis,13300000.0,3200000.0,43940000.0,180000.0,
zodiac.boyfriend,Zodiac Boyfriend🪐🔮,1600000.0,1600000.0,21970000.0,360000.0,470000.0
michellerenaud,Michelle Renaud,2300000.0,4200000.0,35780000.0,110000.00000000001,
kelvin__silvaa,Kelvin__silvaaa,3400000.0,2000000.0,16360000.0,110000.00000000001,770000.0
user4350486101671,user4350486101671,16200000.0,1600000.0,30230000.0,470000.0,130000.0
jeison_giraldo,JeisonGiraldo,24600000.0,3400000.0,42650000.0,170000.0,
chrisdelia,ChrisDElia,1700000.0,1800000.0,26850000.0,,550000.0
lightskinkeisha,LightSkinKeisha,1900000.0,2000000.0,30320000.0,120000.0,350000.0
larasilvan,Tik Toker,15900000.0,1800000.0,35130000.0,340000.0,110000.00000000001
la_lerma,LERMITA,11600000.0,2700000.0,35430000.0,120000.0,180000.0
duolingo,Duolingo,3400000.0,1500000.0,28110000.000000004,450000.0,229999.99999999997
danythegaggio,Daniele Cabras,2700000.0,1400000.0,21420000.0,170000.0,780000.0
