tiktoker_name,tiktok_name,subscribers_count,views_avg,likes_avg,comments_avg,shares_avg
shandyjuragan99,Shandyjuragan99,1100000.0,3000000.0,18350000.0,190000.0,
pjmxck,𝐂𝐡𝐢𝐤𝐚⁷,1000000.0,73870000.0,26320000.0,270000.0,500000.0
kamashrafi,kamran,4820000.0,1200000.0,23160000.0,260000.0,280000.0
najihmumtaz,Najih Mumtaz945,68230000.0,1600000.0,9390000.0,450000.0,550000.0
chelseahartisme,Chelsea Hart,1500000.0,3500000.0,13890000.0,,310000.0
gheayoubi08,Gheayoubi,7900000.0,3200000.0,17110000.0,120000.0,160000.0
annaxsitar,anna x,11600000.0,3000000.0,46120000.0,,
y.i.m_,Отборный юмор и комедия 🎭,17750000.0,1400000.0,12130000.0,120000.0,770000.0
matsu_kusarine,ラブマツ (LOVEMATSU),56390000.0,2900000.0,18640000.0,180000.0,100000.0
beinsports,beINSPORTS,1200000.0,1700000.0,21380000.0,220000.00000000003,190000.0
_mister_z,Marco Zedda,4500000.0,1600000.0,27220000.0,240000.0,
.shuberrr,максончиq,580000.0,2000000.0,15269999.999999998,210000.0,280000.0
maharanikemala,maharanikemala,3200000.0,2500000.0,15619999.999999998,180000.0,200000.0
analisseworld,Analisseworld,9900000.0,2100000.0,32889999.999999996,,120000.0
jairsanchezzz,Jair Sanchez,6200000.0,1300000.0,22690000.0,180000.0,350000.0
machikayt,MachikaYT,12000000.0,1900000.0,29110000.000000004,220000.00000000003,
michaelrendyw,Michael Rendy W,4600000.0,3900000.0,29360000.000000004,,
dobretwins,Lucas and Marcus,35200000.0,1800000.0,22140000.0,330000.0,
swagboyq,SwagBoyQ on IG,23400000.0,3000000.0,21660000.0,140000.0,
xoomid,Xoomid,819999.9999999999,1100000.0,13530000.000000002,420000.0,570000.0
_nch04,𝐍𝐠𝐮𝐲𝐞̂̃𝐧 𝐇𝐚̉𝐢,4800000.0,2500000.0,20910000.0,140000.0,140000.0
davidgalvanv,David Galván,3900000.0,2600000.0,24420000.0,150000.0,
usernamepuntaktahu,CEO OF SEKOLAH,58770000.00000001,2200000.0,29330000.0,170000.0,
primkung007,PRIMKUNG,2100000.0,1400000.0,25989999.999999996,350000.0,
isabelgiannuzzi,Isabel,1100000.0,3500000.0,29810000.000000004,120000.0,
baileyspinn,bailey,11100000.0,2300000.0,29610000.000000004,200000.0,
summerwalker,Summer Walker,1600000.0,1100000.0,19920000.0,330000.0,330000.0
huynh_quang_6767,Huỳnh Quang - Bảo Ngọc,45760000.0,2100000.0,18560000.0,340000.0,
bs_fo4eek,Fo4eek,3690000.0,1900000.0,15880000.000000002,260000.0,210000.0
carloandsarah,,3300000.0,2400000.0,18840000.0,120000.0,190000.0
nadaakkhaledd,Nada khaled,2700000.0,2100000.0,27589999.999999996,130000.0,110000.00000000001
ups,UPS,9260000.0,1200000.0,13669999.999999998,220000.00000000003,630000.0
ninja,Ninja,8300000.000000001,2300000.0,21620000.0,160000.0,140000.0
attahalilintar,Atta Halilintar,10100000.0,2600000.0,28889999.999999996,130000.0,
nam.per,Nam Per,1600000.0,2500000.0,22500000.0,150000.0,
leal_stephany,Stephany Leal,13100000.0,1700000.0,35120000.0,,160000.0
lucaslopezvilet,Lucas Lopez,2400000.0,1300000.0,19140000.0,130000.0,450000.0
vlad.hoshin,HOSHIN,11400000.0,1100000.0,25080000.0,409999.99999999994,100000.0
kauanahofem,Kau,7000000.0,1800000.0,26289999.999999996,180000.0,120000.0
xolyssarosexo,Lyssa,6010000.0,1600000.0,9260000.0,869999.9999999999,110000.00000000001
joe.bartolozzi,Joe Bartolozzi,17800000.0,1500000.0,29670000.0,280000.0,
maxkhadarr,max khadar,1300000.0,1100000.0,19760000.0,300000.0,340000.0
jacksonaces,JACKSON ACES MAGIC🎩,6200000.0,1500000.0,9300000.0,300000.0,690000.0
ninjagirldraws,Dania,3600000.0,1700000.0,14710000.0,200000.0,350000.0
trien.13,TRIỂN CHILL,49140000.0,1300000.0,17710000.0,390000.0,210000.0
connordewolfe,Connor DeWolfe,5300000.0,1100000.0,27600000.0,150000.0,300000.0
loupernaut,Lou PERNAUT,1300000.0,2400000.0,28070000.0,180000.0,
bxyeditss,[panyo ni irene],41940000.0,1100000.0,20250000.0,280000.0,340000.0
totochegang,Anto,1400000.0,1400000.0,27539999.999999996,140000.0,229999.99999999997
luciiasanese,lu,3010000.0,1200000.0,18690000.0,270000.0,360000.0
nickandcarrie,Nick&Carrie,5600000.0,1900000.0,29050000.0,100000.0,150000.0
juanchimy,Juan Lopez,2700000.0,1400000.0,32510000.000000004,170000.0,130000.0
bene.schulz,Bene,5700000.0,2000000.0,25460000.0,160000.0,110000.00000000001
com.amugiri2,【コムドット】あむぎり,71230000.0,1300000.0,20010000.0,380000.0,140000.0
goldwin.reyes,GOLDWIN REYES,1500000.0,2500000.0,33530000.0,,
lulu_pt,Lulu,29960000.000000004,1900000.0,22390000.0,,220000.00000000003
itskingchris,KingChristian,15300000.0,1400000.0,25860000.000000004,220000.00000000003,170000.0
fahmi.nm,Fahmi,7600000.0,2200000.0,23740000.0,180000.0,
farhanrn__,FARHAN,3800000.0,1700000.0,28189999.999999996,180000.0,100000.0
liltjay,Lil Tjay,4400000.0,1800000.0,22120000.0,270000.0,
vilmeijuga,VILMEI✨,8400000.0,1700000.0,16920000.0,350000.0,110000.00000000001
faryanggaa,Ryann,4400000.0,1700000.0,27220000.0,190000.0,100000.0
gordeewa__13,вечно изящная,9500000.0,2600000.0,21450000.0,180000.0,
fadiljaidi,Fadil Jaidi,7500000.0,2500000.0,35160000.0,,
darianrojasc,D A R I A NR O J A S,29400000.0,3100000.0,44500000.0,,
ibaillanos,Ibai,8900000.0,1500000.0,26050000.0,130000.0,200000.0
tsezy,Tommy,4800000.0,2000000.0,25350000.0,190000.0,
linhkool1993,Linh Kool,4500000.0,3300000.0,33030000.0,,
rayanfahmi,Rayoon,3200000.0,2200000.0,19200000.0,210000.0,110000.00000000001
unnecessaryinventions,unnecessaryinvention,4600000.0,2200000.0,19460000.0,200000.0,110000.00000000001
basementgang,Basement Gang,5000000.0,1400000.0,27520000.0,140000.0,210000.0
bessan_esmail,بيسان اسماعيل - Bessan Ismail,10100000.0,1800000.0,13210000.0,420000.0,140000.0
com.yuma1214,【コムドット】ゆうま,81270000.0,1300000.0,18830000.0,390000.0,140000.0
anggun_core,anggun✨,14800000.0,3600000.0,17800000.0,130000.0,
xibibrothers,Xibi Brothers,7600000.0,1800000.0,24650000.0,,200000.0
moni_lina,MoniLina,14500000.0,7700000.0,12810000.0,,
avani,avani,40400000.0,1800000.0,23760000.0,210000.0,
haijoel,Haijoel,40950000.0,2800000.0,16769999.999999998,250000.0,
samanthayve,samantha eve,5800000.0,1300000.0,20540000.0,340000.0,140000.0
hoaa.hanassii,Đào Lê Phương Hoa,10800000.0,1600000.0,25530000.0,240000.0,
ryanbakery,𝙍𝙮𝙖𝙣𝘽𝙖𝙠𝙚𝙧𝙮,1100000.0,1600000.0,17130000.0,240000.0,240000.0
djprecise,DJ Precise,3400000.0,1700000.0,18640000.0,310000.0,
jeffreestar,Jeffree Star,2200000.0,2100000.0,20840000.0,200000.0,
christiandaloii_,Christiandaloii_,2900000.0,1500000.0,19740000.0,250000.0,190000.0
abdullah_eltourky,Eltourky 👑,6700000.0,2000000.0,23570000.0,120000.0,140000.0
oironyoliveira,Kbuloso 😈,5900000.0,1300000.0,8730000.0,,1090000.0
lana_mohd89,𝑳𝑨𝑵𝑨 🦋,4400000.0,2100000.0,16169999.999999998,240000.0,120000.0
lyrico__,ʟʏʀɪᴄᴏ,2900000.0,1100000.0,10560000.0,110000.00000000001,1010000.0
beasteater,BeastEater,18000000.0,2700000.0,24840000.0,170000.0,
nick.digiovanni,nick.digiovanni,8600000.0,2100000.0,29530000.0,120000.0,
milosramen,Jacob🇭🇳,1300000.0,2200000.0,27289999.999999996,140000.0,
steveharvey,Steve Harvey,9200000.0,1800000.0,17680000.0,170000.0,240000.0
ngoanhtan1,Bạn Tấn chúa tể nỗi buồn,77760000.0,1600000.0,15310000.0,270000.0,240000.0
gemelasabello2,gemelasabello2,13200000.0,2600000.0,29320000.0,,
creatorar,Arpostt,62410000.0,1700000.0,14130000.000000002,,440000.00000000006
vanrezaputra,Elaina,32010000.000000004,1900000.0,16330000.000000002,229999.99999999997,180000.0
bestluxurycars,Bestluxurycars,300000.0,76950000.0,13690000.0,140000.0,1019999.9999999999
johaanzu,JohaanZu,3600000.0,1700000.0,32020000.0,160000.0,
nelyrall,NELYRALL,4600000.0,1100000.0,21450000.0,190000.0,350000.0
leigh_mcnasty,Leigh McClendon,2800000.0,1000000.0,15700000.0,130000.0,610000.0
xo4y_remont56,user4538340664186,8290000.000000001,2700000.0,6740000.000000001,,600000.0
sofarsabi,SOFARSABI,5500000.0,2100000.0,20840000.0,220000.00000000003,
cerolzera,CEROL,4099999.9999999995,1700000.0,18040000.0,270000.0,130000.0
animalize21,animalize21🔥,10300000.0,2000000.0,24810000.0,140000.0,100000.0
itspierreboo,Pierre,12500000.0,1900000.0,27830000.0,160000.0,
lorengray,Loren Gray,54300000.0,1800000.0,24840000.0,150000.0,120000.0
football.tonight,football.tonight,39150000.0,2000000.0,15219999.999999998,229999.99999999997,160000.0
danielmidas,danielmidas,28180000.0,1400000.0,11910000.0,160000.0,550000.0
laila_mahmoud62,ليلي محمود ♥️,3000000.0,3400000.0,20470000.0,,
quintongriggs,Q U I N T O N,6400000.0,1400000.0,16980000.0,330000.0,170000.0
erictro,Eric Tro,2200000.0,3700000.0,35880000.0,,
doongool,🔥Dongol🔥,3100000.0,2200000.0,25500000.0,110000.00000000001,100000.0
madozilla,mad,5700000.0,88890000.0,19440000.0,390000.0,290000.0
anxietycouple,Anxiety couple,10700000.0,2600000.0,27489999.999999996,,
nildachiaraviglio,NildaChiaraviglio,79890000.0,1300000.0,11790000.0,,700000.0
haccon.01,𝐇𝐚̣𝐜 𝐂𝐨𝐧🦩,32510000.000000004,1900000.0,15780000.000000002,360000.0,
fukada0318,深田えいみ,4600000.0,2000000.0,15080000.000000002,260000.0,130000.0
ahmedbasyoni,Ahmed Basyoni,1200000.0,1700000.0,12590000.0,240000.0,300000.0
sinadeinert,sinadeinert,5500000.0,96770000.0,20750000.0,459999.99999999994,120000.0
austinandlexi,⚡️Austin & Lexi 💥,3200000.0,1300000.0,25330000.0,150000.0,200000.0
jayrscottyy,Jordan Scott,2300000.0,90060000.0,17310000.0,370000.0,370000.0
manja_faiez,Manja,59310000.0,1500000.0,12800000.0,220000.00000000003,380000.0
moontellthat,MOONTELLTHAT,13100000.0,2300000.0,15690000.0,170000.0,160000.0
baraa.bolat,@baraabolat,1600000.0,2300000.0,14390000.0,250000.0,
yurika_aruno,Danone💕,2800000.0,1300000.0,20990000.0,290000.0,130000.0
360tv,ARISHA ROSS,9900000.0,2000000.0,16200000.0,300000.0,
its.__yara,its._yara,74950000.0,1100000.0,6540000.000000001,730000.0,860000.0
ava_love33,Ava Love,2700000.0,1500000.0,29950000.0,210000.0,
mohaimen.alaa,مهيمن علاء,2900000.0,1200000.0,19040000.0,350000.0,150000.0
officialsalicerose,Salice Rose,18600000.0,1100000.0,20130000.0,180000.0,340000.0
hisoyvaleria,➖V A L E R I A ➖,6200000.0,2700000.0,35470000.0,,
saaihalilintar,SAAIH HALILINTAR,4300000.0,3000000.0,27239999.999999996,,
pierson,Pierson,12500000.0,2000000.0,28700000.0,170000.0,
mursid241,Mursid,2200000.0,2400000.0,17910000.0,229999.99999999997,
stayc_official,STAYC,1300000.0,1600000.0,18110000.0,290000.0,100000.0
liamsilk,Liam Silk,6900000.0,89060000.0,24960000.0,260000.0,250000.0
deangerald,𝕯𝖊𝖆𝖓,38200000.0,1300000.0,19390000.0,,380000.0
polya_tuti,Поля тут🔥👇,2300000.0,3100000.0,25060000.0,,
trevorwallace,trevor wallace,7300000.0,1500000.0,20870000.0,,280000.0
jarvali,Jarvis,2200000.0,1200000.0,25170000.0,210000.0,160000.0
gertieinar,Gerti & Megi,2500000.0,4000000.0,16230000.000000002,,
_angelomarasigan,Angelo,48400000.0,1400000.0,20670000.0,210000.0,180000.0
lupinelakes,Lupine,8140000.000000001,1900000.0,37620000.0,,
jauncydev,jonny devaney,1500000.0,1100000.0,17200000.0,130000.0,459999.99999999994
ivoryowl,Makayla,1100000.0,1400000.0,23800000.0,180000.0,150000.0
joshrichards,Josh Richards,25600000.0,2200000.0,29780000.0,,
haga7_dayo,HAGA SEVEN/ No War🕊,1700000.0,2800000.0,12090000.0,,229999.99999999997
itsmenicksmithy2,Nick Smithyman 😎,9800000.0,1600000.0,21700000.0,190000.0,140000.0
so_andreyy,So_Andrey,54110000.0,2200000.0,11180000.0,,400000.0
la.maraaa,LA MARA,6100000.0,95970000.0,21390000.0,509999.99999999994,
paulorgds,paulo🌻,37590000.0,1400000.0,22490000.0,130000.0,220000.00000000003
murphslife,Aaron Murphy,4700000.0,1500000.0,17340000.0,140000.0,280000.0
okthatscreepy,OkThat’sCreepy,36680000.0,3100000.0,14430000.000000002,120000.0,130000.0
dylanpage.ning,Dylan Page,2500000.0,1200000.0,19690000.0,280000.0,190000.0
fabiola.baglieri,𝐹𝑎𝑏𝑖𝑜𝑙𝑎,11600000.0,2400000.0,28870000.0,130000.0,
tnt_500,ทาจิมานะ เรียว,2410000.0,1700000.0,23650000.0,120000.0,160000.0
rawanfahmii,rawan,3400000.0,1800000.0,18970000.0,170000.0,150000.0
bigcheese8581,Matt “Big Cheese”,760000.0,1300000.0,18730000.0,,400000.0
demin02_,Никита,1000000.0,1400000.0,22340000.0,190000.0,160000.0
charlyokei,Charlyy,3700000.0,2400000.0,30010000.000000004,,
pollyjaewebster,Polly-Jae,15840000.0,1600000.0,18880000.0,220000.00000000003,140000.0
leventgeiger,Levent Geiger,3100000.0,1200000.0,16550000.0,260000.0,290000.0
floofnoodles,Floofnoodles,17000000.0,1300000.0,15400000.0,180000.0,380000.0
stwartabdala,•  R A T O N C I T O 🧀🐁,53879999.99999999,93260000.0,7920000.0,,1360000.0
com.yuta0305,【コムドット】ゆうた,1000000.0,94910000.0,17970000.0,430000.0,200000.0
kxmzzzy,kxmz,37010000.0,2000000.0,21830000.0,,140000.0
faulox_,faulox,6800000.0,1700000.0,17240000.0,270000.0,100000.0
yourrkayesss,kayess,4800000.0,1100000.0,16900000.0,320000.0,280000.0
oliviaalpert,Olivia Alpert,5270000.0,2600000.0,13910000.0,190000.0,
brodywellmaker,Brody Wellmaker,20300000.0,1800000.0,22980000.0,130000.0,130000.0
ranierao,rani,1810000.0000000002,92990000.0,25160000.0,260000.0,190000.0
antrobo10,Anthony,54500000.0,85040000.0,12810000.0,229999.99999999997,720000.0
therealmaneskin,Måneskin,5400000.0,1100000.0,21400000.0,290000.0,150000.0
gustavomeloof,Gustavo Melo,4600000.0,1200000.0,8680000.0,130000.0,860000.0
samsamne0,Sam Samm,70940000.0,2100000.0,18770000.0,180000.0,
bassant33,🔥bassantOfficial🔥,4500000.0,2700000.0,16219999.999999998,160000.0,
aichangemoy_,YT : AiChan TV,6600000.0,1700000.0,19120000.0,250000.0,
jaytorresss,Jay Torres,3800000.0,1800000.0,24270000.0,,160000.0
xvusex,T,2110000.0,95160000.0,19910000.0,130000.0,409999.99999999994
sibenitoo,SiBenitoo,4700000.0,2200000.0,14000000.0,170000.0,170000.0
jumpersjump,Jumpers Jump Podcast,6400000.0,2100000.0,22010000.0,170000.0,
williesalim,WILLIE SALIM,8300000.000000001,1900000.0,14819999.999999998,290000.0,
itsari.aleise,Arianna Hailey,11800000.0,1700000.0,32280000.0,160000.0,
arilbjn,Mochamad,5130000.0,1300000.0,22190000.0,,270000.0
camxnie,Cam & Nie,3200000.0,1400000.0,17390000.0,,370000.0
cristobalsoria,Cristóbal Soria,57200000.0,1200000.0,12020000.0,440000.00000000006,270000.0
japeth023,japeth023,55790000.0,1500000.0,19420000.0,160000.0,190000.0
venao2323,YANFRY EL TIERNO🙈,4200000.0,1500000.0,16660000.0,100000.0,300000.0
kuki_yt,Kuki_youtube,1800000.0,1500000.0,31570000.0,130000.0,
ozikoy,KOY,6900000.0,2200000.0,18640000.0,120000.0,130000.0
swaghoe666,Tik Toker,1400000.0,2100000.0,30650000.0,110000.00000000001,
robsonabreu,Robson Abreu,3200000.0,1400000.0,8200000.0,830000.0000000001,
juliagisella,Julia Gisella,10200000.0,78440000.0,18690000.0,310000.0,370000.0
andreslleal,Andrés Leal,2800000.0,1700000.0,9160000.0,370000.0,290000.0
gabryellurlan,Gabryell Urlan,6800000.0,1400000.0,22190000.0,120000.0,210000.0
kagramanana,kagramana,6200000.0,1200000.0,18410000.0,100000.0,350000.0
yizaroff,YIZARO,4000000.0,1400000.0,22510000.0,260000.0,
adamw,Adam W,15700000.0,1800000.0,17950000.0,110000.00000000001,190000.0
xoteam,XO Team,32100000.0,2100000.0,22290000.0,160000.0,
saydenseay,Sayden,3300000.0,93890000.0,25730000.0,160000.0,250000.0
justthenobodys,JustTheNobodys,7100000.0,1400000.0,17580000.0,220000.00000000003,180000.0
snerixx,Sam Erix,8000000.0,1900000.0,36920000.0,100000.0,
valenrewah,Valent,7500000.0,2400000.0,27260000.000000004,,
cheekyboyos,the cheeky boyos,10900000.0,1800000.0,25280000.0,130000.0,
cokodive,cokodive,18850000.0,87110000.0,17250000.0,280000.0,370000.0
_tusya_kiskis,_Tusya_kiskis,6700000.0,1400000.0,16119999.999999998,150000.0,280000.0
danaandthewolf,danaandthewolf,18730000.0,2500000.0,25250000.0,,
pakoyaso_,Pakoyaso,9500000.0,1800000.0,21610000.0,120000.0,140000.0
zhenyalavrik,Переезд в Турцию 🇹🇷,36450000.0,3200000.0,6940000.000000001,180000.0,260000.0
teukuryantr,teukuryantr,3100000.0,1700000.0,23680000.0,130000.0,110000.00000000001
jamescharles,James Charles,36100000.0,1700000.0,19160000.0,220000.00000000003,
zhenyalavrik,Переезд в Турцию 🇹🇷,36450000.0,3200000.0,6940000.000000001,180000.0,260000.0
teukuryantr,teukuryantr,3100000.0,1700000.0,23680000.0,130000.0,110000.00000000001
jamescharles,James Charles,36100000.0,1700000.0,19160000.0,220000.00000000003,
cardncyn,Carddd,1500000.0,2500000.0,27110000.000000004,,
mariahandbill,Mariah and Bill ღ,13900000.0,2700000.0,21780000.0,120000.0,
jamal.jamael,Karim Jamal,2600000.0,1400000.0,20340000.0,240000.0,
nastasyashinee,🇮🇩 BAGUS ISTRI 🇮🇩,4900000.0,2500000.0,15450000.0,160000.0,
riska_nurwidia,Riska Nur Widia,2600000.0,2500000.0,27680000.0,,
ermo1enko,🖤ТВОЯ ВЕЧЕРИНКА🖤,1700000.0,1700000.0,32630000.0,,
mackenzieziegler,Mackenzie Ziegler,22100000.0,2100000.0,32550000.0,100000.0,
yarenalaca,Yaren Alaca,5400000.0,1600000.0,11920000.0,459999.99999999994,
gabrielvalland,Gabriel Valland,95820000.0,1100000.0,25789999.999999996,170000.0,170000.0
judiitharias,Judith & Ángel 🙋🏻‍♀️🙋🏽‍♂️,15700000.0,3100000.0,30200000.0,,
adamrayokay,ADAMRAY,6800000.0,1900000.0,21760000.0,170000.0,
ethob0t,Ethobot,53420000.00000001,2400000.0,20310000.0,130000.0,
soylapizito,lapizito,13300000.0,2100000.0,27720000.0,120000.0,
fadeewa_makeup,Фадеева🦞,76020000.0,1300000.0,11320000.0,170000.0,459999.99999999994
rosssmith,Ross Smith,21800000.0,1400000.0,26330000.0,,170000.0
bentleybuilds,Bentley Bastian,7200000.0,3100000.0,7759999.999999999,,310000.0
edwinmendozza,𝖊𝖉𝖜𝖎𝖓,14200000.0,1800000.0,39360000.0,100000.0,
cocielo,Júlio Cocielo,4300000.0,1300000.0,20460000.0,150000.0,200000.0
riqqo_,Riqqo_,6600000.0,2900000.0,17030000.0,150000.0,
lgndfrvr,LGNDFRVR,15800000.0,1900000.0,24130000.0,,130000.0
jajad5,jajad5,63079999.99999999,98240000.0,26380000.0,210000.0,150000.0
cocinaconcoqui,cocinaconcoqui,2000000.0,1400000.0,27830000.0,,170000.0
rucenuenda1,Ruce Nuenda,1100000.0,1600000.0,28089999.999999996,150000.0,
thaotaotau,Phương Thảo,5100000.0,2500000.0,26789999.999999996,120000.0,
brycehall,Bryce Hall,21300000.0,2400000.0,28320000.0,,
just_dt,Dt,8900000.0,1100000.0,19860000.0,180000.0,250000.0
seleterr,seleterr,2710000.0,1500000.0,18050000.0,,250000.0
teamsport_philipp,Teamsport_Philipp,2320000.0,95720000.0,14040000.0,210000.0,459999.99999999994
arananadam38,Okan Taşdemir,17510000.0,2000000.0,6000000.0,,660000.0
mngnzls,MONA,13000000.0,2600000.0,19110000.0,150000.0,
niico_pr,миша,1100000.0,1400000.0,19770000.0,190000.0,130000.0
keemokazi,KEEMOKAZI,26000000.0,2100000.0,25600000.0,140000.0,
vivi,Vivi,10300000.0,1700000.0,22470000.0,200000.0,
german_crusader,Stardust Crusader,9900000.0,90250000.0,14900000.0,160000.0,509999.99999999994
whitehernandez,Blanca Hernández,11260000.0,1400000.0,22970000.0,140000.0,140000.0
shyazryne,aEiOu,8620000.0,2900000.0,31600000.0,,
rozhkova.olesya,Roozhkova,85000000.0,1500000.0,19720000.0,,210000.0
mosqvin_,Та самая училка❤️🔥,2600000.0,1900000.0,34850000.0,,
sepultacion,mari,6400000.0,1300000.0,30139999.999999996,190000.0,
kaansanity,aakaanksh,4900000.0,1100000.0,8640000.0,,880000.0000000001
dizzlipin,diZzLipin,90960000.0,1900000.0,7990000.000000001,550000.0,
aldomirandar,😂 Aldo Miranda 😂,8400000.0,1300000.0,21270000.0,,270000.0
nicolebernaal,nicolebernaal,4000000.0,2200000.0,35130000.0,,
bellaretamosa,bella,5100000.0,2500000.0,34040000.0,,
tunico80,🌠Antonio Tonon🌠,5800000.0,1000000.0,20680000.0,200000.0,210000.0
armon.warren,Armoney,1200000.0,1900000.0,30080000.0,,
soanhvadiephihi,Soanh x Diệp 💎,1600000.0,2600000.0,27320000.0,,
